Game,name,release,categories,genres,tags,playtime
9450,"Warhammer® 40,000: Dawn of War® - Soulstorm",2008,Single-player;Multi-player;Steam Cloud,Strategy,Warhammer 40K;Strategy;RTS,1433
9460,Frontlines™: Fuel of War™,2008,Single-player;Co-op;Steam Cloud,Action,Action;FPS;Shooter,154
9480,Saints Row 2,2009,Single-player;Steam Cloud,Action,Open World;Action;Character Customization,322
9500,Gish,2007,Single-player;Multi-player,Indie,Indie;Platformer;Physics,23
9710,Desperados 2: Cooper's Revenge,2008,Single-player,Action,Action;Western;Strategy,0
9760,Act of War: High Treason,2008,Single-player;Multi-player,Action,Action;Strategy;RTS,0
9800,Death to Spies,2008,Single-player;Steam Cloud,Action;Adventure,Stealth;Action;Adventure,64
9850,Codename: Panzers - Cold War,2009,Single-player;Multi-player;Co-op,Simulation;Strategy,Strategy;Simulation;RTS,0
9880,Champions Online,2011,Multi-player;MMO;Co-op;Steam Achievements,Free to Play;Massively Multiplayer;RPG,Free to Play;Superhero;Massively Multiplayer,12952
9900,Star Trek Online,2012,Multi-player;MMO;Co-op;Steam Achievements;Full controller support;In-App Purchases,Free to Play;Massively Multiplayer;RPG,Free to Play;Sci-fi;Space,2514
9940,Blade Kitten,2014,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure,Anime;Platformer;Female Protagonist,222
9960,Haunted House™,2010,Single-player;Partial Controller Support,Adventure,Adventure,0
9970,Star Raiders,2011,Single-player;Partial Controller Support,Action,Action;Space,0
9980,The UnderGarden,2010,Single-player,Casual,Casual;Puzzle;Relaxing,23
10090,Call of Duty: World at War,2008,Single-player;Multi-player;Co-op,Action,Zombies;World War II;FPS,2331
10100,King's Quest™ Collection,2009,Single-player,Adventure,Adventure;Point & Click;Classic,10
10110,Space Quest™ Collection,2009,Single-player,Adventure,Adventure;Point & Click;Classic,10
10120,Aces of the Galaxy™,2009,Single-player,Action;Casual,Action;Casual;Space,0
10130,TimeShift™,2009,Single-player;Multi-player,Action,Action;FPS;Time Manipulation,0
10140,3D Ultra™ Minigolf Adventures,2009,Single-player,Sports,Sports;Mini Golf;Golf,0
10150,Prototype™,2009,Single-player,Action;Adventure,Action;Open World;Adventure,645
10180,Call of Duty®: Modern Warfare® 2,2009,Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Valve Anti-Cheat enabled,Action,Action;FPS;Multiplayer,999
10220,Postal III,2012,Single-player;Steam Achievements,Action,Action;Dark Humor;Gore,411
10230,Dead Mountaineer's Hotel,2011,Single-player,Adventure,Adventure;Point & Click,0
10240,A Stroke of Fate: Operation Valkyrie,2011,Single-player,Adventure,Adventure;Point & Click,0
10250,PT Boats: Knights of the Sea,2011,Single-player;Multi-player,Simulation,Simulation;Naval,0
10260,PT Boats: South Gambit,2011,Single-player;Multi-player,Simulation,Simulation;Naval,0
10270,Disciples III: Reincarnation,2014,Single-player;Multi-player,RPG;Strategy,RPG;Turn-Based Strategy;Strategy,889
10460,The Club™,2008,Single-player;Multi-player;Partial Controller Support,Action,Action;Third-Person Shooter;Arcade,0
10500,Total War: EMPIRE – Definitive Edition,2009,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Stats,Strategy,Strategy;Historical;Military,3176
10680,Aliens vs. Predator™,2010,Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Action,Action;FPS;Aliens,170
11020,TrackMania Nations Forever,2008,Single-player;Multi-player;Includes level editor,Racing,Racing;Free to Play;Multiplayer,902
11040,Sherlock Holmes - Nemesis,2008,Single-player,Adventure;RPG,Adventure;Detective;Point & Click,0
11050,Dracula Origin,2008,Single-player,Adventure,Adventure;Point & Click;Vampire,0
11130,Sherlock Holmes: The Mystery of the Mummy,2009,Single-player,Adventure,Adventure;Point & Click;Detective,0
11140,Sherlock Holmes: The Awakened - Remastered Edition,2009,Single-player,Adventure,Adventure;Point & Click;Lovecraftian,0
11150,Sherlock Holmes: The Silver Earring,2009,Single-player,Adventure,Adventure;Point & Click;Detective,0
11190,Sherlock Holmes versus Jack the Ripper,2009,Single-player,Adventure;RPG,Adventure;Point & Click;Detective,0
11200,Shadowgrounds Survivor,2007,Single-player;Shared/Split Screen;Steam Trading Cards;Includes level editor,Action,Action;Sci-fi;Isometric,355
11230,Gumboy Tournament,2008,Single-player;Multi-player,Casual;Indie;Racing,Indie;Casual;Racing,46
11240,Space Trader: Merchant Marine,2008,Single-player;Multi-player;Co-op;Steam Achievements,Action;Indie;Strategy,Action;Space;FPS,15
11250,Pacific Storm,2008,Single-player;Multi-player;Steam Trading Cards,Simulation;Strategy,Strategy;Simulation;World War II,0
11260,Pacific Storm Allies,2008,Single-player;Multi-player;Steam Trading Cards,Simulation;Strategy,Simulation;Strategy;World War II,0
11280,Penguins Arena: Sedna's World,2008,Single-player;Multi-player;Online Multi-Player;Steam Trading Cards,Action;Casual;Indie,Action;Casual;Indie,91
11330,Obulis,2009,Single-player;Steam Achievements,Casual;Indie,Puzzle;Casual;Indie,41
11340,Larva Mortus,2009,Single-player;Steam Achievements,Action;Indie,Action;Indie;Top-Down,76
11360,Chains,2009,Single-player,Indie,Indie;Puzzle;Physics,36
11450,Overlord™,2009,Single-player;Partial Controller Support,RPG,RPG;Villain Protagonist;Third Person,304
11480,Soldiers: Heroes of World War II,2014,Single-player;Multi-player;Co-op,Strategy,Strategy;World War II;RTS,0
11560,Maelstrom: The Battle for Earth Begins,2009,Single-player,Strategy,Strategy;RTS,0
11590,Hospital Tycoon,2009,Single-player,Simulation,Simulation;Management;Singleplayer,119
12100,Grand Theft Auto III,2008,Single-player;Partial Controller Support,Action,Open World;Action;Classic,98
12110,Grand Theft Auto: Vice City,2011,Single-player;Partial Controller Support,Action,Open World;Action;1980s,209
12120,Grand Theft Auto: San Andreas,2008,Single-player,Action,Open World;Action;Multiplayer,807
12130,Manhunt,2008,Single-player,Action,Gore;Violent;Stealth,99
12140,Max Payne,2008,Single-player,Action,Noir;Action;Classic,316
12150,Max Payne 2: The Fall of Max Payne,2008,Single-player,Action,Noir;Action;Third-Person Shooter,175
12170,Grand Theft Auto,2008,Single-player,Action,Action;Classic;Open World,7
12180,Grand Theft Auto 2,2008,Single-player,Action,Action;Classic;Open World,3
12200,Bully: Scholarship Edition,2008,Single-player;Partial Controller Support,Action;Adventure,Open World;Action;Adventure,319
12210,Grand Theft Auto IV,2008,Single-player;Multi-player;Partial Controller Support,Action;Adventure,Open World;Action;Bowling,1255
12220,Grand Theft Auto: Episodes from Liberty City,2010,Single-player;Multi-player,Action,Open World;Action;Multiplayer,508
12310,Culpa Innata,2008,Single-player,RPG;Casual;Adventure,Adventure;RPG;Sci-fi,0
12320,Sacred Gold,2008,Single-player,Action;RPG,RPG;Action;Hack and Slash,337
12330,Darkstar One,2008,Single-player,Action,Action;Space;Sci-fi,0
12340,Jack Keane,2008,Single-player;Steam Trading Cards,Adventure,Adventure;Point & Click;Comedy,0
12360,FlatOut: Ultimate Carnage,2008,Single-player;Multi-player,Racing,Racing;Destruction;Multiplayer,37
12390,Exodus from the Earth ,2008,Single-player;Multi-player;Partial Controller Support,Action,Action;FPS;Shooter,0
12420,Perimeter 2: New Earth,2009,Single-player;Multi-player,Strategy,Strategy;RTS,0
12430,SlamIt Pinball Big Score,2009,Single-player,Casual,Casual;Pinball,2
12440,Ankh 2: Heart of Osiris ,2009,Single-player,Adventure,Adventure;Point & Click;Comedy,0
12450,Ankh 3: Battle of the Gods,2009,Single-player,Adventure,Adventure;Point & Click,0
12460,BC Kings,2009,Single-player;Multi-player,Strategy,Strategy;RTS,0
12470,Port Royale 2,2009,Single-player,Strategy,Strategy;Trading;Pirates,203
12480,9th Company: Roots Of Terror,2009,Single-player,Strategy,Strategy;RTS;Military,0
12500,PuzzleQuest: Challenge of the Warlords,2008,Single-player;Multi-player;Steam Cloud,Casual,Puzzle;Match 3;Casual,52
12510,Prison Tycoon 3™: Lockdown,2008,Single-player,Strategy,Strategy;Simulation,0
12520,18 Wheels of Steel: American Long Haul,2008,Single-player,Racing,Simulation;Racing;Driving,0
12530,Hunting Unlimited™ 2008,2008,Single-player,Action;Adventure;Strategy,Action;Strategy;Adventure,0
12540,Mahjongg Investigations: Under Suspicion,2008,Single-player,Casual,Casual;Puzzle,0
12560,Ride! Carnival Tycoon,2008,Single-player,Simulation,Simulation;Management,0
12590,Sprint Cars Road to Knoxville,2008,Single-player;Multi-player,Racing,Racing,0
12600,Midnight Outlaw: 6 Hours to SunUp,2008,Single-player,Racing,Racing,0
12640,Drakensang,2009,Single-player,RPG,RPG;Fantasy;Party-Based RPG,0
12670,Mission Runway,2009,Single-player,Simulation,Simulation;Casual,0
12710,Overlord™: Raising Hell,2009,Single-player;Partial Controller Support,RPG,RPG;Action;Villain Protagonist,446
12770,Rise of the Argonauts,2009,Single-player;Full controller support,RPG,RPG;Action;Adventure,88
12790,Damnation,2009,Single-player;Multi-player;Co-op,Action;Adventure,Action;Adventure;Steampunk,0
12810,Overlord II,2009,Single-player,RPG,RPG;Villain Protagonist;Fantasy,197
12830,Operation Flashpoint: Dragon Rising,2009,Single-player;Partial Controller Support,Action,Action;FPS;Tactical,413
13000,Ninja Reflex: Steamworks Edition,2008,Single-player;Multi-player;Steam Achievements,Casual;Indie,Indie;Casual;Ninja,121
13140,America's Army 3,2009,Single-player;Multi-player;Steam Achievements;Steam Cloud,Action,Action;Free to Play;FPS,12
13200,Unreal 2: The Awakening,2008,Single-player,Action,Action;FPS;Sci-fi,682
13210,Unreal Tournament 3 Black,2009,Single-player;Multi-player;Co-op;Steam Achievements,Action,FPS;Action;Multiplayer,542
13230,Unreal Tournament 2004: Editor's Choice Edition,2004,Single-player;Multi-player;Steam Trading Cards,Action,FPS;Arena Shooter;Action,414
13240,Unreal Tournament: Game of the Year Edition,2008,Single-player;Multi-player,Action,Classic;FPS;Action,565
13250,Unreal Gold,2008,Single-player;Multi-player,Action,Classic;FPS;Action,67
13500,Prince of Persia: Warrior Within™,2009,Single-player,Action;Adventure,Action;Adventure;Parkour,307
13520,Far Cry®,2008,Single-player,Action,FPS;Action;Classic,126
13530,Prince of Persia: The Two Thrones™,2009,Single-player;Partial Controller Support,Action;Adventure,Action;Adventure;Platformer,205
13540,Tom Clancy's Rainbow Six® Vegas,2008,Single-player;Multi-player,Action,Action;FPS;Tactical,0
13560,Tom Clancy's Splinter Cell®,2008,Single-player,Action,Stealth;Action;Third Person,28
13570,Tom Clancy's Splinter Cell Chaos Theory®,2009,Single-player,Action,Stealth;Action;Third Person,22
13580,Tom Clancy's Splinter Cell Double Agent®,2009,Single-player,Action,Stealth;Action;Third Person,0
13600,Prince of Persia®: The Sands of Time,2009,Single-player,Action;Adventure,Action;Adventure;Parkour,167
13620,Tom Clancy's Ghost Recon® Desert Siege™,2008,Single-player;Multi-player,Action,Action;FPS;Tactical,2
15000,Tom Clancy's Rainbow Six Lockdown™,2009,Single-player;Multi-player,Action,Action;FPS;Tactical,20
15080,Rayman Raving Rabbids™,2008,Single-player,Action;Adventure,Adventure;Action;Psychological Horror,29
15100,Assassin's Creed™: Director's Cut Edition,2008,Single-player;Partial Controller Support,Action;Adventure,Action;Adventure;Open World,360
15120,Tom Clancy's Rainbow Six® Vegas 2,2008,Single-player;Multi-player;Co-op,Action,Action;Tactical;FPS,1349
15130,Beyond Good and Evil™,2008,Single-player,Action;Adventure,Adventure;Female Protagonist;Action,355
15160,Petz® Horsez® 2,2009,Single-player,Simulation,Simulation;Horses;Family Friendly,0
15170,Heroes of Might & Magic V,2008,Single-player,Strategy,Strategy;Turn-Based Strategy;Fantasy,396
15190,Brothers in Arms: Road to Hill 30™,2008,Single-player,Action,Action;FPS;World War II,69
15200,Silent Hunter®: Wolves of the Pacific,2009,Single-player;Multi-player,Simulation,Simulation;Submarine;World War II,134
15210,Silent Hunter® III,2008,Single-player;Multi-player;Co-op,Simulation,Simulation;Naval;World War II,0
15240,Silent Hunter®: Wolves of the Pacific U-Boat Missions,2009,Single-player;Multi-player,Simulation,Simulation;Submarine;World War II,0
15270,Cold Fear™,2008,Single-player,Action,Horror;Action;Survival Horror,0
15300,Tom Clancy's Ghost Recon®,2008,Single-player;Co-op,Action,Tactical;FPS;Action,476
15320,IL-2 Sturmovik: 1946,2008,Single-player;Multi-player;Steam Cloud;Includes level editor,Simulation,Simulation;Flight;World War II,1812
15370,Heroes of Might & Magic V: Tribes of the East,2008,Single-player,Strategy,Strategy;Turn-Based Strategy;Turn-Based,6679
15380,Heroes of Might & Magic V: Hammers of Fate,2008,Single-player,Strategy,Strategy;Turn-Based Strategy;Turn-Based,19
15390,Brothers in Arms: Hell's Highway™,2008,Single-player,Action,Action;World War II;FPS,346
15400,Harvest: Massive Encounter,2009,Single-player;Steam Achievements,Strategy;Indie,Strategy;Indie;Tower Defense,0
15500,The Wonderful End of the World,2008,Single-player;Steam Achievements;Partial Controller Support,Indie;Casual,Indie;Casual;Action,0
15520,AaAaAA!!! - A Reckless Disregard for Gravity,2009,Single-player;Steam Achievements;Steam Leaderboards,Action;Indie;Sports,Action;Indie;First-Person,151
15560,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,2011,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Indie;Sports,Indie;Action;First-Person,136
15620,"Warhammer 40,000: Dawn of War II",2009,Single-player;Multi-player;Co-op;Steam Trading Cards;Steam Cloud,Strategy,Strategy;Warhammer 40K;RTS,628
15700,Oddworld: Abe's Oddysee®,2008,Single-player;Steam Trading Cards,Adventure,Adventure;Platformer;Classic,387
15710,Oddworld: Abe's Exoddus®,2008,Single-player,Adventure,Adventure;Platformer;2D,67
15740,Oddworld: Munch's Oddysee,2010,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Strategy,Adventure;Action;Strategy,3
15750,Oddworld: Stranger's Wrath HD,2010,Single-player;Steam Achievements,Action;Adventure;Strategy,Adventure;Action;Singleplayer,98
15800,Planet Busters,2008,Single-player;Steam Achievements;Partial Controller Support,Indie;Casual,Indie;Casual,0
15900,7 Wonders II,2008,Single-player,Casual,Casual;Puzzle;Match 3,0
15910,Luxor Amun Rising,2008,Single-player,Casual,Casual,0
15920,Luxor 2,2008,Single-player,Casual,Casual,0
15930,Luxor 3,2008,Single-player,Casual,Casual;Match 3;Puzzle,102
15960,Little Farm,2008,Single-player,Casual,Casual;Agriculture;Puzzle,0
15970,Luxor,2008,Single-player,Casual,Casual;Match 3,0
16000,Discovery! A Seek and Find Adventure,2008,Single-player,Casual,Casual;Hidden Object,0
16020,Samantha Swift and the Hidden Roses of Athena,2008,Single-player,Casual,Casual;Hidden Object;Adventure,0
16030,7 Wonders: Treasures of Seven,2008,Single-player,Casual,Casual;Match 3;Puzzle,0
16040,Luxor: Quest for the Afterlife ,2008,Single-player,Casual,Casual;Puzzle;Match 3,0
16060,Samantha Swift and the Golden Touch,2009,Single-player,Casual,Casual;Hidden Object;Adventure,0
16100,Virtual Villagers: A New Home,2008,Single-player,Casual;Simulation,Casual;Simulation,0
16110,Virtual Villagers: The Lost Children,2008,Single-player,Casual;Simulation,Casual;Simulation,0
16120,Plant Tycoon,2008,Single-player,Casual;Simulation,Casual;Simulation;Management,0
16130,Fish Tycoon,2008,Single-player,Casual;Simulation,Casual;Simulation;Management,0
16180,Virtual Villagers - The Secret City,2008,Single-player,Casual;Simulation,Casual;Simulation,0
16200,Virtual Families,2009,Single-player,Casual;Simulation,Simulation;Casual,0
16450,F.E.A.R. 2: Project Origin,2009,Single-player;Multi-player,Action,Horror;FPS;Action,301
16500,Chaos Theory,2008,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Puzzle,0
16600,Trials 2: Second Edition,2008,Single-player;Multi-player;Steam Achievements,Indie;Racing;Sports,Racing;Indie;Sports,382
16620,Monster Trucks Nitro ,2009,Single-player,Indie;Racing;Sports,Racing;Indie;Sports,0
16710,Insecticide Part 1,2008,Single-player,Action;Adventure,Adventure;Action;Female Protagonist,264
16720,Velvet Assassin,2009,Single-player;Partial Controller Support,Action,Stealth;Action;Female Protagonist,9
16730,Legendary,2008,Single-player,Action,Action;FPS;Shooter,90
16810,Sid Meier's Civilization IV: Colonization,2008,Single-player;Multi-player,Strategy,Strategy;Turn-Based;Turn-Based Strategy,1
16900,GROUND BRANCH,2018,Single-player;Online Multi-Player;Online Co-op;VR Support;Partial Controller Support,Action;Indie;Early Access,Early Access;Indie;Tactical,0
17080,Tribes: Ascend,2012,Multi-player;Co-op,Action;Free to Play,Free to Play;FPS;Action,128
17100,Children of the Nile: Enhanced Edition,2008,Single-player;Steam Achievements,Strategy;Simulation,City Builder;Historical;Management,0
17120,Children of the Nile: Alexandria,2008,Single-player;Steam Achievements,Strategy;Simulation,City Builder;Simulation;Management,0
17140,Hinterland,2008,Single-player;Steam Achievements,RPG;Strategy,Strategy;RPG;Fantasy,0
17180,Mosby's Confederacy,2008,Single-player;Steam Achievements,Strategy,Strategy;Historical,0
17300,Crysis,2008,Single-player,Action,FPS;Action;Sci-fi,313
17330,Crysis Warhead®,2008,Single-player,Action,Action;FPS;Sci-fi,18
17390,SPORE™,2008,Single-player,Simulation,Simulation;Sandbox;Open World,1142
17410,Mirror's Edge™,2009,Single-player;Full controller support;Partial Controller Support,Action;Adventure,Parkour;First-Person;Action,260
